rgn_id,stock,year,landings
5,MERLUZA DEL SUR O AUSTRAL,2002,0
5,RAYA VOLANTIN,2002,0
5,SARDINA COMUN,2002,186
5,ALBACORA O PEZ ESPADA,2002,58
5,ANCHOVETA,2002,0
5,BACALAO DE PROFUNDIDAD,2002,10
5,CAMARON NAILON,2002,49
5,CONGRIO DORADO,2002,0
5,LANGOSTINO AMARILLO,2002,130
5,LANGOSTINO COLORADO,2002,0
5,MERLUZA COMUN,2002,585
5,MERLUZA DE COLA,2002,0
5,RAYA VOLANTIN,2002,1
7,ALBACORA O PEZ ESPADA,2002,0
7,BACALAO DE PROFUNDIDAD,2002,4
7,CONGRIO DORADO,2002,1
7,MERLUZA COMUN,2002,0
7,RAYA VOLANTIN,2002,18
8,ANCHOVETA,2002,12314
8,JUREL,2002,375054
8,MERLUZA COMUN,2002,69
8,MERLUZA DE COLA,2002,25989
8,MERLUZA DE TRES ALETAS,2002,0
8,MERLUZA DEL SUR O AUSTRAL,2002,0
8,SARDINA COMUN,2002,7182
8,MERLUZA COMUN,2002,0
8,MERLUZA DE COLA,2002,0
8,ANCHOVETA,2002,0
8,JUREL,2002,0
8,MERLUZA DE COLA,2002,0
8,SARDINA COMUN,2002,0
8,ALBACORA O PEZ ESPADA,2002,0
8,ANCHOVETA,2002,27267
8,BACALAO DE PROFUNDIDAD,2002,0
8,CAMARON NAILON,2002,0
8,CONGRIO DORADO,2002,7
8,JUREL,2002,643741
8,LANGOSTINO COLORADO,2002,0
8,MERLUZA COMUN,2002,30359
8,MERLUZA DE COLA,2002,36993
8,MERLUZA DEL SUR O AUSTRAL,2002,151
8,RAYA VOLANTIN,2002,4
8,SARDINA COMUN,2002,13845
8,ALBACORA O PEZ ESPADA,2002,0
8,ANCHOVETA,2002,12445
8,BACALAO DE PROFUNDIDAD,2002,0
8,CAMARON NAILON,2002,9
8,CONGRIO DORADO,2002,66
8,JUREL,2002,234627
8,LANGOSTINO AMARILLO,2002,28
8,LANGOSTINO COLORADO,2002,135
8,MERLUZA COMUN,2002,46069
8,MERLUZA DE COLA,2002,32088
8,MERLUZA DE TRES ALETAS,2002,0
8,MERLUZA DEL SUR O AUSTRAL,2002,109
8,RAYA VOLANTIN,2002,101
8,SARDINA COMUN,2002,7213
8,ANCHOVETA,2002,0
8,CAMARON NAILON,2002,0
8,CONGRIO DORADO,2002,0
8,JUREL,2002,30406
8,LANGOSTINO AMARILLO,2002,0
8,LANGOSTINO COLORADO,2002,0
8,MERLUZA COMUN,2002,0
8,MERLUZA DE COLA,2002,0
8,MERLUZA DEL SUR O AUSTRAL,2002,0
8,RAYA VOLANTIN,2002,0
8,SARDINA COMUN,2002,0
14,ANCHOVETA,2002,7943
14,JUREL,2002,26743
14,MERLUZA COMUN,2002,1
14,MERLUZA DE COLA,2002,1713
14,MERLUZA DE TRES ALETAS,2002,0
14,MERLUZA DEL SUR O AUSTRAL,2002,0
14,RAYA VOLANTIN,2002,0
14,SARDINA COMUN,2002,8162
14,ANCHOVETA,2002,0
14,BACALAO DE PROFUNDIDAD,2002,0
14,JUREL,2002,0
14,MERLUZA COMUN,2002,0
14,MERLUZA DE COLA,2002,0
14,MERLUZA DEL SUR O AUSTRAL,2002,0
14,RAYA VOLANTIN,2002,0
14,SARDINA COMUN,2002,0
10,ANCHOVETA,2002,0
10,BACALAO DE PROFUNDIDAD,2002,0
10,CAMARON NAILON,2002,0
10,JUREL,2002,0
10,MERLUZA DE COLA,2002,0
10,MERLUZA DEL SUR O AUSTRAL,2002,0
10,ANCHOVETA,2002,0
10,MERLUZA DE COLA,2002,0
10,SARDINA COMUN,2002,0
10,ANCHOVETA,2002,0
10,BACALAO DE PROFUNDIDAD,2002,0
10,CONGRIO DORADO,2002,8
10,JUREL,2002,333
10,MERLUZA COMUN,2002,0
10,MERLUZA DE COLA,2002,63
10,MERLUZA DE TRES ALETAS,2002,0
10,MERLUZA DEL SUR O AUSTRAL,2002,41
10,RAYA VOLANTIN,2002,2
10,BACALAO DE PROFUNDIDAD,2002,34
10,CONGRIO DORADO,2002,0
10,MERLUZA COMUN,2002,0
10,MERLUZA DE COLA,2002,0
10,MERLUZA DEL SUR O AUSTRAL,2002,0
10,RAYA VOLANTIN,2002,0
11,BACALAO DE PROFUNDIDAD,2002,0
11,CONGRIO DORADO,2002,1623
11,MERLUZA COMUN,2002,67
