rgn_id,CALETA,stock,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
4,CHUNGUNGO,SIERRA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,CHUNGUNGO,TIBURON O MARRAJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CHUNGUNGO,TOLLO,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0
4,CHUNGUNGO,"VIDRIOLA, PALOMETA, DORADO O TOREMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CHUNGUNGO,VIEJA O MULATA,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0
4,COQUIMBO,AGUJILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4,COQUIMBO,ALBACORA O PEZ ESPADA,160,151,244,464,433,270,468,267,704,311,839,1126,980,1228,2470
4,COQUIMBO,ALMEJA,1,1,0,205,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,ANCHOVETA,8622,1226,1135,9906,12798,15813,24822,13999,17509,12701,11993,13985,17898,9123,10185
4,COQUIMBO,ANGUILA,63,11,35,27,1,6,0,4,0,0,0,0,0,0,0
4,COQUIMBO,APAÑADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,ATUN ALETA AMARILLA,0,1,1,4,5,12,9,4,3,0,2,0,0,0,1
4,COQUIMBO,ATUN ALETA LARGA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,COQUIMBO,ATUN CHAUCHERA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,COQUIMBO,ATUN OJOS GRANDES,0,0,2,7,0,2,1,0,3,0,0,0,1,1,0
4,COQUIMBO,AYANQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,AZULEJO,0,0,0,6,24,16,7,4,13,0,2,2,10,0,29
4,COQUIMBO,BACALADILLO O MOTE,0,0,0,0,0,0,0,0,0,0,0,3836,10196,789,481
4,COQUIMBO,BACALAO DE J.FERNANDEZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4,COQUIMBO,BACALAO DE PROFUNDIDAD,94,102,43,23,25,28,48,23,2,14,10,6,10,20,34
4,COQUIMBO,BESUGO,2,0,1,0,0,0,0,1,3,0,2,0,0,0,0
4,COQUIMBO,BILAGAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,BLANQUILLO,4,11,4,5,9,2,2,6,6,11,4,1,4,1,2
4,COQUIMBO,BONITO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,COQUIMBO,BRECA O BILAGAY,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0
4,COQUIMBO,BROTULA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CABALLA,116,1568,4534,4520,4995,999,5018,4324,2116,6185,8966,444,1081,594,45
4,COQUIMBO,CABINZA,11,1,3,3104,3166,311,5,29,26,22,15,11,20,6,13
4,COQUIMBO,CABRILLA,0,0,0,0,0,1,1,1,1,0,5,0,1,0,0
4,COQUIMBO,CABRILLA COMUN,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
4,COQUIMBO,CACHURRETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CALAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CAMARON DE ROCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CAMARON NAILON,368,351,381,461,627,260,413,324,366,407,417,434,412,540,545
4,COQUIMBO,CAMARON NAVAJA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CANQUE ,0,0,0,0,0,2,4,7,10,4,0,0,0,0,0
4,COQUIMBO,CARACOL RUBIO,0,1,0,0,0,0,0,40,1,0,2,0,0,0,0
4,COQUIMBO,CARACOL TEGULA,2,1,1,2,1,3,1,0,1,0,0,1,3,0,0
4,COQUIMBO,CARACOL TRUMULCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CENTOLLA DEL NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,CHASCA,0,13,0,0,0,0,0,0,0,0,11,3,0,3,0
4,COQUIMBO,CHASCON O HUIRO NEGRO,4,144,40,98,225,0,218,9,0,214,665,22,50,78,12
4,COQUIMBO,CHICOREA DE MAR,76,139,0,0,0,7,0,0,0,0,0,35,262,41,41
4,COQUIMBO,CHITON O APRETADOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,COQUIMBO,CHOCHA,2,1,4,2,2,2,2,1,1,0,0,2,0,0,2
4,COQUIMBO,CHOLGA,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,COJINOBA DEL NORTE,131,53,119,7,10,2,3,5,3,5,0,6,1,4,5
4,COQUIMBO,CONGRIO COLORADO,25,27,29,17,6,10,18,9,11,28,32,38,119,25,28
4,COQUIMBO,CONGRIO DORADO,12,1,2,2,1,2,3,0,0,0,0,0,0,0,0
4,COQUIMBO,CONGRIO NEGRO,5,14,22,11,3,4,5,2,6,6,3,3,6,1,2
4,COQUIMBO,CORVINA,4,4,2,2,0,3,5,6,10,0,2,10,16,1,0
4,COQUIMBO,DORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,DORADO DE ALTURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,ERIZO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,GAMBA,0,0,1,88,5,0,22,12,0,0,0,0,0,0,0
4,COQUIMBO,HUAIQUIL O CORVINILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,HUIRO,0,1,113,101,187,0,17,0,0,38,18,8,10,3,0
4,COQUIMBO,HUIRO PALO,0,1,2,139,14,0,27,0,0,15,734,115,82,54,24
4,COQUIMBO,JAIBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,JAIBA LIMON,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
4,COQUIMBO,JAIBA MORA,3,4,4,2,2,2,2,1,5,6,3,3,1,0,0
4,COQUIMBO,JAIBA PATUDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,JAIBA PELUDA O PACHONA,0,5,6,7,0,3,2,4,0,22,1,0,2,11,13
4,COQUIMBO,JAIBA REINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,JAIBA REMADORA,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0
4,COQUIMBO,JERGUILLA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,COQUIMBO,JIBIA O CALAMAR ROJO,0,1802,3362,5044,23601,24389,6253,3949,4214,2023,4560,14786,6690,10351,8208
4,COQUIMBO,JUREL,2814,8445,11102,6324,12995,2112,9127,15842,6637,13299,15970,1719,1563,2092,2255
4,COQUIMBO,KONSO,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
4,COQUIMBO,LANGOSTINO AMARILLO,392,204,109,221,357,672,693,536,466,423,439,594,552,747,656
4,COQUIMBO,LANGOSTINO COLORADO,37,197,25,160,100,360,365,531,509,430,442,387,120,258,364
4,COQUIMBO,LAPA,9,31,69,25,89,47,2,1,2,0,7,70,0,0,0
4,COQUIMBO,LAPA NEGRA,0,0,2,1,0,0,0,0,0,0,0,0,5,24,0
4,COQUIMBO,LAPA ROSADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,LECHUGUILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,COQUIMBO,LENGUADO,2,3,3,5,4,5,0,6,7,0,7,6,0,0,0
4,COQUIMBO,LENGUADO DE OJOS CHICOS,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
4,COQUIMBO,LENGUADO DE OJOS GRANDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,LENGUADO OJOS CHICOS,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2
4,COQUIMBO,LISA,0,4,1,0,0,0,2,5,2,1,2,2,0,0,0
4,COQUIMBO,LOCO,0,4,7,3,4,2,0,0,0,0,0,0,0,0,0
4,COQUIMBO,MACHA,0,0,73,1010,533,91,0,0,1,0,2,13,0,36,143
4,COQUIMBO,MACHUELO O TRITRE,305,127,265,1175,941,190,732,3072,3946,2568,3148,871,3384,2833,1968
4,COQUIMBO,MARLIN,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
4,COQUIMBO,MARLIN NEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,MERLUZA COMUN,707,242,194,149,46,29,122,261,339,106,221,255,447,130,180
4,COQUIMBO,OSTION DEL NORTE,0,0,7,20,128,43,0,0,0,0,0,0,0,0,0
4,COQUIMBO,PALOMETA,1,3,6,0,0,0,1,2,0,0,0,0,0,0,0
4,COQUIMBO,PAMPANITO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,COQUIMBO,PEJEGALLO,1,9,2,5,5,5,8,9,13,4,2,0,5,1,4
4,COQUIMBO,PEJEPERRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,PEJERREY DE MAR,2,0,1,0,6,1,4,3,0,0,0,0,0,0,0
4,COQUIMBO,PEJESAPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,PEJEZORRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,PELILLO,2097,1695,2826,2194,5218,4509,2486,3255,23,23,1625,135,321,4035,278
4,COQUIMBO,PESCADO NO CLASIFICADO,0,0,2,13,17,17,5,4,1,0,0,0,1,0,1
4,COQUIMBO,PEZ SOL,0,0,0,0,0,4,16,2,2,0,1,0,1,0,3
4,COQUIMBO,PICOROCO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,COQUIMBO,PIURE,4,3,1,0,2,2,1,1,3,0,1,10,0,1,0
4,COQUIMBO,PULPO,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,QUIMERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,RAYA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,RAYA AGUILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,RAYA VOLANTIN,0,0,2,2,0,4,2,5,4,0,0,0,0,0,0
4,COQUIMBO,REINETA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,ROBALO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,COQUIMBO,ROCOCO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,COQUIMBO,ROLLIZO,0,1,1,1,1,1,1,1,1,0,11,0,0,0,0
4,COQUIMBO,RONCACHO,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
4,COQUIMBO,SARDINA,658,233,0,0,0,0,0,0,0,0,0,0,0,0,0
4,COQUIMBO,SARDINA COMUN,8,122,201,183,36,91,21,14,3,22,61,13,3,0,0
4,COQUIMBO,SARDINA ESPAÑOLA,0,0,154,265,134,128,123,66,7,2,31,11,5,0,0
4,COQUIMBO,SIERRA,19,24,22,27,14,16,14,23,19,15,10,6,10,5,2
4,COQUIMBO,TIBURON O MARRAJO,5,6,10,25,28,38,33,16,10,3,13,8,11,1,31
4,COQUIMBO,TIBURON SARDINERO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
4,COQUIMBO,TOLLO,0,1,1,1,0,3,1,4,5,1,0,0,0,0,1
4,COQUIMBO,VIDRIOLA O TOREMO,0,2,2,6,5,0,3,1,0,0,0,0,0,0,0
4,COQUIMBO,"VIDRIOLA, PALOMETA, DORADO O TOREMO",0,0,0,0,0,2,0,0,2,0,0,0,1,0,1
4,COQUIMBO,VIEJA O MULATA,2,1,2,3,2,1,2,2,2,8,2,0,0,0,0
4,EL APOLILLADO,CHASCON O HUIRO NEGRO,0,0,0,0,0,0,0,0,0,0,0,0,41,220,110
4,EL APOLILLADO,HUIRO PALO,0,0,0,0,0,0,0,0,0,0,0,0,5,28,3
4,EL MAITEN,BACALAO DE PROFUNDIDAD,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CABINZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CARACOL TEGULA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CHASCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CHASCON O HUIRO NEGRO,1,13,0,18,0,16,0,630,0,672,0,64,0,0,25
4,EL MAITEN,CHICOREA DE MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4,EL MAITEN,COJINOBA DEL NORTE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CONGRIO COLORADO,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CONGRIO NEGRO,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,CORVINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,ERIZO,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,HUIRO,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,HUIRO PALO,1,1,0,398,0,14,0,316,0,32,0,0,0,0,8
4,EL MAITEN,JAIBA MORA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,JAIBA PELUDA O PACHONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,LAPA,26,17,7,0,0,2,0,0,0,0,0,0,0,0,0
4,EL MAITEN,LAPA NEGRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,LAPA ROSADA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,LENGUADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,LOCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,PALOMETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,PELILLO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,SIERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL MAITEN,VIEJA O MULATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,BRECA O BILAGAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,CARACOL TEGULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,CHASCA,0,0,0,51,1,2,1,3,0,4,0,1,3,0,1
4,EL SAUCE,CHASCON O HUIRO NEGRO,2438,1672,1475,3819,3938,3330,2823,1931,986,1260,1807,989,596,284,198
4,EL SAUCE,CHOCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,COCHAYUYO,0,53,0,0,0,0,0,0,2,2,0,0,0,1,0
4,EL SAUCE,CONGRIO COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,CORVINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,ERIZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,HUIRO,408,236,585,785,1149,575,951,1757,512,684,608,189,262,110,101
4,EL SAUCE,HUIRO PALO,1460,568,1023,2744,3657,3116,1561,1528,456,1145,842,421,539,390,166
4,EL SAUCE,JAIBA MORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,JERGUILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,JUREL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,LAPA,0,0,2,7,7,2,5,1,3,7,0,1,0,0,0
4,EL SAUCE,LAPA BONETE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,LAPA NEGRA,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
4,EL SAUCE,LAPA REINA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4,EL SAUCE,LAPA ROSADA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,EL SAUCE,LENGUADO DE OJOS CHICOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,LOCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,LUCHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,PEJEPERRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,PEJESAPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,PELILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,PESCADO NO CLASIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,ROLLIZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,SIERRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,EL SAUCE,VIEJA O MULATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,ANGUILA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,APAÑADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,BILAGAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,BLANQUILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,BRECA O BILAGAY,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4,EL TOTORAL,CABALLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CABINZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CABRILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CABRILLA COMUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CARACOL LOCATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CARACOL TEGULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CHASCA,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0
4,EL TOTORAL,CHASCON O HUIRO NEGRO,1123,1641,247,88,776,63,318,16,130,1848,2334,0,0,0,0
4,EL TOTORAL,CHICOREA DE MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CHITON O APRETADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CHOCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,COCHAYUYO,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0
4,EL TOTORAL,CONGRIO COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CONGRIO DORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,CORVINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,ERIZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,HUIRO,228,772,336,18,239,121,184,16,104,1039,1019,0,0,0,0
4,EL TOTORAL,HUIRO PALO,274,892,113,200,1088,39,149,18,59,202,1017,0,0,0,0
4,EL TOTORAL,JAIBA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,JAIBA MORA,1,2,2,2,3,3,0,1,0,0,0,0,0,0,0
4,EL TOTORAL,JAIBA PELUDA O PACHONA,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0
4,EL TOTORAL,JERGUILLA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,JIBIA O CALAMAR ROJO,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
4,EL TOTORAL,JUREL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LAPA,3,8,0,0,6,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LAPA BONETE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LAPA NEGRA,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LAPA ROSADA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LENGUADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LOCO,0,0,5,8,5,1,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,LUCHE,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
4,EL TOTORAL,MACHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,PEJEGALLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,PEJEPERRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,PEJESAPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,PELILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,PESCADO NO CLASIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,ROLLIZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,SIERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,TOLLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,EL TOTORAL,VIEJA O MULATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,AGUJILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,ANCHOVETA,666,11,0,0,3,3,45,1,1,6,0,120,1,3,3
4,GUANAQUEROS,ANGUILA,2,5,3,0,0,2,7,0,0,1,0,0,7,0,0
4,GUANAQUEROS,APAÑADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,BACALADILLO O MOTE,0,0,0,0,0,0,0,0,0,0,0,0,182,0,41
4,GUANAQUEROS,BACALAO DE PROFUNDIDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,BLANQUILLO,0,2,2,1,0,3,6,3,8,3,7,9,2,0,0
4,GUANAQUEROS,BONITO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,BRECA O BILAGAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,CABALLA,83,404,138,122,72,27,20,26,23,237,138,30,7,0,26
4,GUANAQUEROS,CABINZA,0,0,0,0,0,1,0,1,0,2,2,1,0,0,1
4,GUANAQUEROS,CABRILLA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,GUANAQUEROS,CABRILLA COMUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,CHASCON O HUIRO NEGRO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,CHOCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,COJINOBA DEL NORTE,53,10,17,2,1,0,2,1,1,1,0,0,1,0,0
4,GUANAQUEROS,CONGRIO COLORADO,2,3,2,1,0,0,0,1,1,0,0,0,25,0,0
4,GUANAQUEROS,CONGRIO DORADO,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,CONGRIO NEGRO,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
4,GUANAQUEROS,CORVINA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,GUANAQUEROS,DORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,DORADO DE ALTURA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,GUANAQUEROS,HUIRO,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,HUIRO PALO,0,0,0,85,0,0,0,29,0,0,2,0,0,0,0
4,GUANAQUEROS,JAIBA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,JAIBA MORA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,GUANAQUEROS,JAIBA PELUDA O PACHONA,0,3,2,1,0,2,1,1,4,8,2,1,0,0,0
4,GUANAQUEROS,JAIBA REMADORA,0,0,0,2,0,5,0,9,5,0,0,0,0,0,1
4,GUANAQUEROS,JERGUILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,JIBIA O CALAMAR ROJO,0,16,34,543,203,203,179,113,8,9,3,2935,1382,1318,1358
4,GUANAQUEROS,JUREL,450,2171,814,550,487,46,222,486,694,908,1749,231,192,459,342
4,GUANAQUEROS,LANGOSTINO AMARILLO,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,LANGOSTINO COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,LAPA,0,3,15,0,0,7,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,LENGUADO,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4,GUANAQUEROS,LENGUADO DE OJOS CHICOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,LENGUADO FINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,LISA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,MACHUELO O TRITRE,7,62,9,0,1,0,0,0,0,0,0,0,8,53,87
4,GUANAQUEROS,MERLUZA COMUN,99,37,125,27,4,2,2,2,20,2,1,16,37,24,24
4,GUANAQUEROS,NAVAJUELA,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
4,GUANAQUEROS,PALOMETA,9,25,25,11,15,0,2,6,0,0,0,0,0,0,0
4,GUANAQUEROS,PEJEGALLO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,PEJEPERRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,PEJERREY DE MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,PESCADO NO CLASIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,PIURE,0,0,4,28,9,5,0,0,0,0,0,1,3,0,3
4,GUANAQUEROS,RAYA VOLANTIN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,REINETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,ROLLIZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,SARDINA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,SARDINA COMUN,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4,GUANAQUEROS,SARDINA ESPAÑOLA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,GUANAQUEROS,SARGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
